date,product_name,category,quantity_sold,price
2025-05-12,Galaxy Base,Smartphone,10,374.0
2025-05-12,Galaxy Pro,Smartphone,11,752.0
2025-05-12,Galaxy Ultra,Smartphone,6,2450.0
2025-05-12,Pixel Base,Smartphone,5,1705.0
2025-05-12,Pixel Pro,Smartphone,14,1547.0
2025-05-12,Pixel Ultra,Smartphone,5,306.0
2025-05-12,OnePlus Base,Smartphone,5,2026.0
2025-05-12,OnePlus Pro,Smartphone,11,855.0
2025-05-12,OnePlus Ultra,Smartphone,10,2202.0
2025-05-12,Redmi Base,Smartphone,6,1231.0
2025-05-12,Redmi Pro,Smartphone,22,2366.0
2025-05-12,Redmi Ultra,Smartphone,4,1261.0
2025-05-12,MacBook Base,Laptop,4,2494.0
2025-05-12,MacBook Pro,Laptop,6,1159.0
2025-05-12,MacBook Ultra,Laptop,12,2428.0
2025-05-12,XPS Base,Laptop,13,670.0
2025-05-12,XPS Pro,Laptop,4,466.0
2025-05-12,XPS Ultra,Laptop,6,961.0
2025-05-12,ThinkPad Base,Laptop,17,441.0
2025-05-12,ThinkPad Pro,Laptop,8,1153.0
2025-05-12,ThinkPad Ultra,Laptop,3,1418.0
2025-05-12,ZenBook Base,Laptop,3,2325.0
2025-05-12,ZenBook Pro,Laptop,13,2069.0
2025-05-12,ZenBook Ultra,Laptop,4,724.0
2025-05-12,Razer Blade Base,Laptop,5,1883.0
2025-05-12,Razer Blade Pro,Laptop,17,767.0
2025-05-12,Razer Blade Ultra,Laptop,5,434.0
2025-05-12,iPad Base,Tablet,22,412.0
2025-05-12,iPad Pro,Tablet,5,1451.0
2025-05-12,iPad Ultra,Tablet,12,2462.0
2025-05-12,Galaxy Tab Base,Tablet,7,1292.0
2025-05-12,Galaxy Tab Pro,Tablet,10,1366.0
2025-05-12,Galaxy Tab Ultra,Tablet,10,2293.0
2025-05-12,Surface Pro Base,Tablet,8,192.0
2025-05-12,Surface Pro Pro,Tablet,9,1056.0
2025-05-12,Surface Pro Ultra,Tablet,12,1701.0
2025-05-12,Lenovo Tab Base,Tablet,5,1540.0
2025-05-12,Lenovo Tab Pro,Tablet,4,1101.0
2025-05-12,Lenovo Tab Ultra,Tablet,6,1089.0
2025-05-12,Sony,Headphones,22,192.0
2025-05-12,Bose,Headphones,22,453.0
2025-05-12,AirPods,Headphones,10,1628.0
2025-05-12,Sennheiser,Headphones,7,1253.0
2025-05-12,JBL,Headphones,6,759.0
2025-05-12,Apple Watch,Smartwatch,10,1695.0
2025-05-12,Galaxy Watch,Smartwatch,5,1491.0
2025-05-12,Garmin,Smartwatch,3,1863.0
2025-05-12,Fitbit,Smartwatch,25,612.0
2025-05-12,Anker,Charger,33,1584.0
2025-05-12,Belkin,Charger,50,1721.0
2025-05-12,Samsung 45W,Charger,21,2142.0
2025-05-12,Apple 20W,Charger,65,1279.0
2025-05-12,Silicone Case,Accessory,37,1691.0
2025-05-12,USB-C Cable,Accessory,49,1838.0
2025-05-12,Screen Protector,Accessory,58,516.0
2025-05-12,Power Bank,Accessory,22,669.0
2025-05-12,Sony Alpha,Camera,24,1195.0
2025-05-12,Canon EOS,Camera,12,2325.0
2025-05-12,Fujifilm X,Camera,22,1405.0
2025-05-12,Nikon Z,Camera,12,1977.0
2025-05-12,Samsung QLED,TV,15,1188.0
2025-05-12,LG OLED,TV,8,1991.0
2025-05-12,Sony Bravia,TV,6,1962.0
2025-05-12,TCL MiniLED,TV,5,743.0
2025-05-12,PlayStation 5,Gaming Console,9,255.0
2025-05-12,Xbox Series X,Gaming Console,5,609.0
2025-05-12,Nintendo Switch,Gaming Console,7,1161.0
2025-05-12,DJI Mavic,Drone,7,1211.0
2025-05-12,DJI Mini,Drone,17,1761.0
2025-05-12,Autel Robotics,Drone,4,2178.0
2025-05-12,Ryze Tello,Drone,21,463.0
2025-05-12,Meta Quest,VR Headset,6,1308.0
2025-05-12,PlayStation VR,VR Headset,12,725.0
2025-05-12,Valve Index,VR Headset,13,834.0
2025-05-12,HP Reverb,VR Headset,11,1575.0
2025-05-12,Marshall Emberton,Speaker,10,1088.0
2025-05-12,Sonos One,Speaker,4,2314.0
2025-05-12,JBL Boombox,Speaker,13,882.0
2025-05-12,Bose SoundLink,Speaker,17,673.0
2025-05-12,BenQ 4K,Projector,27,1796.0
2025-05-12,Epson Home Cinema,Projector,17,108.0
2025-05-12,ViewSonic,Projector,12,1383.0
2025-05-12,Optoma,Projector,4,192.0
2025-05-13,iPhone Base,Smartphone,6,913.0
2025-05-13,iPhone Pro,Smartphone,22,1848.0
2025-05-13,iPhone Ultra,Smartphone,12,2438.0
2025-05-13,Galaxy Base,Smartphone,9,376.0
2025-05-13,Galaxy Pro,Smartphone,19,2033.0
2025-05-13,Galaxy Ultra,Smartphone,3,1942.0
2025-05-13,Pixel Base,Smartphone,4,2237.0
2025-05-13,Pixel Pro,Smartphone,11,2310.0
2025-05-13,Pixel Ultra,Smartphone,6,502.0
2025-05-13,OnePlus Base,Smartphone,4,497.0
2025-05-13,OnePlus Pro,Smartphone,7,246.0
2025-05-13,OnePlus Ultra,Smartphone,12,2036.0
2025-05-13,Redmi Base,Smartphone,7,1335.0
2025-05-13,Redmi Pro,Smartphone,22,916.0
2025-05-13,Redmi Ultra,Smartphone,6,755.0
2025-05-13,MacBook Base,Laptop,5,785.0
2025-05-13,MacBook Pro,Laptop,8,1137.0
2025-05-13,MacBook Ultra,Laptop,11,793.0
2025-05-13,XPS Base,Laptop,10,688.0
2025-05-13,XPS Pro,Laptop,3,302.0
2025-05-13,XPS Ultra,Laptop,6,2208.0
2025-05-13,ThinkPad Base,Laptop,24,579.0
2025-05-13,ThinkPad Pro,Laptop,9,1161.0
2025-05-13,ThinkPad Ultra,Laptop,10,1551.0
2025-05-13,ZenBook Base,Laptop,6,1288.0
2025-05-13,ZenBook Pro,Laptop,15,307.0
2025-05-13,ZenBook Ultra,Laptop,3,748.0
2025-05-13,Razer Blade Base,Laptop,8,1274.0
2025-05-13,Razer Blade Pro,Laptop,18,1832.0
2025-05-13,Razer Blade Ultra,Laptop,6,739.0
2025-05-13,iPad Base,Tablet,26,1482.0
2025-05-13,iPad Pro,Tablet,11,2056.0
2025-05-13,iPad Ultra,Tablet,16,871.0
2025-05-13,Galaxy Tab Base,Tablet,10,460.0
2025-05-13,Galaxy Tab Pro,Tablet,8,2444.0
2025-05-13,Galaxy Tab Ultra,Tablet,4,273.0
2025-05-13,Surface Pro Base,Tablet,13,1221.0
2025-05-13,Surface Pro Pro,Tablet,12,1838.0
2025-05-13,Surface Pro Ultra,Tablet,12,735.0
2025-05-13,Lenovo Tab Base,Tablet,5,2298.0
2025-05-13,Lenovo Tab Pro,Tablet,3,851.0
2025-05-13,Lenovo Tab Ultra,Tablet,5,777.0
2025-05-13,Sony,Headphones,19,1418.0
2025-05-13,Bose,Headphones,10,714.0
2025-05-13,AirPods,Headphones,13,1387.0
2025-05-13,Sennheiser,Headphones,6,527.0
2025-05-13,JBL,Headphones,4,1596.0
2025-05-13,Apple Watch,Smartwatch,4,2494.0
2025-05-13,Galaxy Watch,Smartwatch,7,1318.0
2025-05-13,Garmin,Smartwatch,4,2150.0
2025-05-13,Fitbit,Smartwatch,26,2140.0
2025-05-13,Anker,Charger,44,1153.0
2025-05-13,Belkin,Charger,35,1664.0
2025-05-13,Samsung 45W,Charger,34,1457.0
2025-05-13,Apple 20W,Charger,49,2300.0
2025-05-13,Silicone Case,Accessory,28,1814.0
2025-05-13,USB-C Cable,Accessory,51,1673.0
2025-05-13,Screen Protector,Accessory,43,1112.0
2025-05-13,Power Bank,Accessory,17,2253.0
2025-05-13,Sony Alpha,Camera,24,2193.0
2025-05-13,Canon EOS,Camera,7,904.0
2025-05-13,Fujifilm X,Camera,15,1845.0
2025-05-13,Nikon Z,Camera,8,839.0
2025-05-13,Samsung QLED,TV,24,1187.0
2025-05-13,LG OLED,TV,5,1218.0
2025-05-13,Sony Bravia,TV,7,173.0
2025-05-13,TCL MiniLED,TV,4,2136.0
2025-05-13,PlayStation 5,Gaming Console,10,1042.0
2025-05-13,Xbox Series X,Gaming Console,17,514.0
2025-05-13,Nintendo Switch,Gaming Console,3,1087.0
2025-05-13,DJI Mavic,Drone,6,1843.0
2025-05-13,DJI Mini,Drone,19,983.0
2025-05-13,Autel Robotics,Drone,4,386.0
2025-05-13,Ryze Tello,Drone,19,286.0
2025-05-13,Meta Quest,VR Headset,6,2490.0
2025-05-13,PlayStation VR,VR Headset,14,1309.0
2025-05-13,Valve Index,VR Headset,9,219.0
2025-05-13,HP Reverb,VR Headset,18,310.0
2025-05-13,Marshall Emberton,Speaker,12,1676.0
2025-05-13,Sonos One,Speaker,5,1960.0
2025-05-13,JBL Boombox,Speaker,14,1122.0
2025-05-13,Bose SoundLink,Speaker,24,1761.0
2025-05-13,BenQ 4K,Projector,12,709.0
2025-05-13,Epson Home Cinema,Projector,12,570.0
2025-05-13,ViewSonic,Projector,6,1855.0
2025-05-13,Optoma,Projector,4,2155.0
2025-05-14,iPhone Base,Smartphone,9,1740.0
2025-05-14,iPhone Pro,Smartphone,19,696.0
2025-05-14,iPhone Ultra,Smartphone,11,1547.0
2025-05-14,Galaxy Base,Smartphone,6,207.0
2025-05-14,Galaxy Pro,Smartphone,19,1409.0
2025-05-14,Galaxy Ultra,Smartphone,12,773.0
2025-05-14,Pixel Base,Smartphone,6,181.0
2025-05-14,Pixel Pro,Smartphone,12,1891.0
2025-05-14,Pixel Ultra,Smartphone,3,1871.0
2025-05-14,OnePlus Base,Smartphone,5,1899.0
2025-05-14,OnePlus Pro,Smartphone,11,1585.0
2025-05-14,OnePlus Ultra,Smartphone,12,2254.0
2025-05-14,Redmi Base,Smartphone,5,422.0
2025-05-14,Redmi Pro,Smartphone,17,1941.0
2025-05-14,Redmi Ultra,Smartphone,7,1947.0
2025-05-14,MacBook Base,Laptop,2,1716.0
2025-05-14,MacBook Pro,Laptop,7,2155.0
2025-05-14,MacBook Ultra,Laptop,14,672.0
2025-05-14,XPS Base,Laptop,8,1790.0
2025-05-14,XPS Pro,Laptop,7,2178.0
2025-05-14,XPS Ultra,Laptop,5,1754.0
2025-05-14,ThinkPad Base,Laptop,16,1805.0
2025-05-14,ThinkPad Pro,Laptop,5,2357.0
2025-05-14,ThinkPad Ultra,Laptop,11,370.0
2025-05-14,ZenBook Base,Laptop,7,1534.0
2025-05-14,ZenBook Pro,Laptop,8,2282.0
2025-05-14,ZenBook Ultra,Laptop,4,1550.0
2025-05-14,Razer Blade Base,Laptop,6,2412.0
2025-05-14,Razer Blade Pro,Laptop,19,889.0
2025-05-14,Razer Blade Ultra,Laptop,4,1477.0
2025-05-14,iPad Base,Tablet,15,1168.0
2025-05-14,iPad Pro,Tablet,12,490.0
2025-05-14,iPad Ultra,Tablet,13,1372.0
2025-05-14,Galaxy Tab Base,Tablet,11,1254.0
2025-05-14,Galaxy Tab Pro,Tablet,6,1863.0
2025-05-14,Galaxy Tab Ultra,Tablet,8,1280.0
2025-05-14,Surface Pro Base,Tablet,8,1174.0
2025-05-14,Surface Pro Pro,Tablet,15,937.0
2025-05-14,Surface Pro Ultra,Tablet,14,846.0
2025-05-14,Lenovo Tab Base,Tablet,3,984.0
2025-05-14,Lenovo Tab Pro,Tablet,4,1010.0
2025-05-14,Lenovo Tab Ultra,Tablet,2,1597.0
2025-05-14,Sony,Headphones,14,1929.0
2025-05-14,Bose,Headphones,14,2023.0
2025-05-14,AirPods,Headphones,9,693.0
2025-05-14,Sennheiser,Headphones,6,253.0
2025-05-14,JBL,Headphones,5,244.0
2025-05-14,Apple Watch,Smartwatch,9,2048.0
2025-05-14,Galaxy Watch,Smartwatch,5,1889.0
2025-05-14,Garmin,Smartwatch,3,1989.0
2025-05-14,Fitbit,Smartwatch,21,360.0
2025-05-14,Anker,Charger,49,1761.0
2025-05-14,Belkin,Charger,56,1822.0
2025-05-14,Samsung 45W,Charger,38,1777.0
2025-05-14,Apple 20W,Charger,52,150.0
2025-05-14,Silicone Case,Accessory,31,1844.0
2025-05-14,USB-C Cable,Accessory,31,2422.0
2025-05-14,Screen Protector,Accessory,44,768.0
2025-05-14,Power Bank,Accessory,29,2351.0
2025-05-14,Sony Alpha,Camera,19,1864.0
2025-05-14,Canon EOS,Camera,10,804.0
2025-05-14,Fujifilm X,Camera,17,1800.0
2025-05-14,Nikon Z,Camera,15,2091.0
2025-05-14,Samsung QLED,TV,17,850.0
2025-05-14,LG OLED,TV,6,767.0
2025-05-14,Sony Bravia,TV,5,846.0
2025-05-14,TCL MiniLED,TV,2,1076.0
2025-05-14,PlayStation 5,Gaming Console,7,2106.0
2025-05-14,Xbox Series X,Gaming Console,20,1158.0
2025-05-14,Nintendo Switch,Gaming Console,5,1837.0
2025-05-14,DJI Mavic,Drone,7,2028.0
2025-05-14,DJI Mini,Drone,20,1810.0
2025-05-14,Autel Robotics,Drone,5,2324.0
2025-05-14,Ryze Tello,Drone,13,1278.0
2025-05-14,Meta Quest,VR Headset,6,213.0
2025-05-14,PlayStation VR,VR Headset,14,560.0
2025-05-14,Valve Index,VR Headset,10,1328.0
2025-05-14,HP Reverb,VR Headset,9,516.0
2025-05-14,Marshall Emberton,Speaker,13,2385.0
2025-05-14,Sonos One,Speaker,5,600.0
2025-05-14,JBL Boombox,Speaker,5,1790.0
2025-05-14,Bose SoundLink,Speaker,10,2002.0
2025-05-14,BenQ 4K,Projector,18,1131.0
2025-05-14,Epson Home Cinema,Projector,9,293.0
2025-05-14,ViewSonic,Projector,13,756.0
2025-05-14,Optoma,Projector,3,1389.0
2025-05-15,iPhone Base,Smartphone,12,861.0
2025-05-15,iPhone Pro,Smartphone,18,1242.0
2025-05-15,iPhone Ultra,Smartphone,18,2052.0
2025-05-15,Galaxy Base,Smartphone,17,1958.0
2025-05-15,Galaxy Pro,Smartphone,24,741.0
2025-05-15,Galaxy Ultra,Smartphone,9,547.0
2025-05-15,Pixel Base,Smartphone,3,1893.0
2025-05-15,Pixel Pro,Smartphone,13,1937.0
2025-05-15,Pixel Ultra,Smartphone,8,134.0
2025-05-15,OnePlus Base,Smartphone,5,363.0
2025-05-15,OnePlus Pro,Smartphone,18,212.0
2025-05-15,OnePlus Ultra,Smartphone,18,2129.0
2025-05-15,Redmi Base,Smartphone,7,610.0
2025-05-15,Redmi Pro,Smartphone,24,2368.0
2025-05-15,Redmi Ultra,Smartphone,7,2182.0
2025-05-15,MacBook Base,Laptop,1,731.0
2025-05-15,MacBook Pro,Laptop,6,2280.0
2025-05-15,MacBook Ultra,Laptop,18,2375.0
2025-05-15,XPS Base,Laptop,9,1575.0
2025-05-15,XPS Pro,Laptop,4,928.0
2025-05-15,XPS Ultra,Laptop,4,518.0
2025-05-15,ThinkPad Base,Laptop,28,1242.0
2025-05-15,ThinkPad Pro,Laptop,11,2066.0
2025-05-15,ThinkPad Ultra,Laptop,6,1572.0
2025-05-15,ZenBook Base,Laptop,6,652.0
2025-05-15,ZenBook Pro,Laptop,9,1263.0
2025-05-15,ZenBook Ultra,Laptop,4,1013.0
2025-05-15,Razer Blade Base,Laptop,7,1912.0
2025-05-15,Razer Blade Pro,Laptop,21,1505.0
2025-05-15,Razer Blade Ultra,Laptop,5,1288.0
2025-05-15,iPad Base,Tablet,33,1628.0
2025-05-15,iPad Pro,Tablet,8,495.0
2025-05-15,iPad Ultra,Tablet,8,1617.0
2025-05-15,Galaxy Tab Base,Tablet,7,1908.0
2025-05-15,Galaxy Tab Pro,Tablet,5,2379.0
2025-05-15,Galaxy Tab Ultra,Tablet,4,125.0
2025-05-15,Surface Pro Base,Tablet,6,509.0
2025-05-15,Surface Pro Pro,Tablet,11,309.0
2025-05-15,Surface Pro Ultra,Tablet,8,386.0
2025-05-15,Lenovo Tab Base,Tablet,4,302.0
2025-05-15,Lenovo Tab Pro,Tablet,3,1796.0
2025-05-15,Lenovo Tab Ultra,Tablet,7,1604.0
2025-05-15,Sony,Headphones,22,2038.0
2025-05-15,Bose,Headphones,15,757.0
2025-05-15,AirPods,Headphones,13,726.0
2025-05-15,Sennheiser,Headphones,7,1476.0
2025-05-15,JBL,Headphones,2,478.0
2025-05-15,Apple Watch,Smartwatch,3,2234.0
2025-05-15,Galaxy Watch,Smartwatch,5,1357.0
2025-05-15,Garmin,Smartwatch,4,2213.0
2025-05-15,Fitbit,Smartwatch,29,487.0
2025-05-15,Anker,Charger,50,1636.0
2025-05-15,Belkin,Charger,54,2228.0
2025-05-15,Samsung 45W,Charger,30,2323.0
2025-05-15,Apple 20W,Charger,55,1061.0
2025-05-15,Silicone Case,Accessory,57,506.0
2025-05-15,USB-C Cable,Accessory,17,1648.0
2025-05-15,Screen Protector,Accessory,57,887.0
2025-05-15,Power Bank,Accessory,49,1213.0
2025-05-15,Sony Alpha,Camera,19,1507.0
2025-05-15,Canon EOS,Camera,12,1231.0
2025-05-15,Fujifilm X,Camera,15,1663.0
2025-05-15,Nikon Z,Camera,15,1022.0
2025-05-15,Samsung QLED,TV,17,2393.0
2025-05-15,LG OLED,TV,3,1440.0
2025-05-15,Sony Bravia,TV,5,941.0
2025-05-15,TCL MiniLED,TV,2,1306.0
2025-05-15,PlayStation 5,Gaming Console,10,2272.0
2025-05-15,Xbox Series X,Gaming Console,22,727.0
2025-05-15,Nintendo Switch,Gaming Console,7,2368.0
2025-05-15,DJI Mavic,Drone,9,196.0
2025-05-15,DJI Mini,Drone,17,668.0
2025-05-15,Autel Robotics,Drone,6,1681.0
2025-05-15,Ryze Tello,Drone,18,706.0
2025-05-15,Meta Quest,VR Headset,5,222.0
2025-05-15,PlayStation VR,VR Headset,10,1494.0
2025-05-15,Valve Index,VR Headset,16,1934.0
2025-05-15,HP Reverb,VR Headset,10,2122.0
2025-05-15,Marshall Emberton,Speaker,12,1538.0
2025-05-15,Sonos One,Speaker,3,414.0
2025-05-15,JBL Boombox,Speaker,8,866.0
2025-05-15,Bose SoundLink,Speaker,18,407.0
2025-05-15,BenQ 4K,Projector,19,2257.0
2025-05-15,Epson Home Cinema,Projector,11,2244.0
2025-05-15,ViewSonic,Projector,19,2499.0
2025-05-15,Optoma,Projector,3,134.0
2025-05-16,iPhone Base,Smartphone,8,458.0
2025-05-16,iPhone Pro,Smartphone,26,2236.0
2025-05-16,iPhone Ultra,Smartphone,19,2305.0
2025-05-16,Galaxy Base,Smartphone,18,211.0
2025-05-16,Galaxy Pro,Smartphone,16,1116.0
2025-05-16,Galaxy Ultra,Smartphone,11,2301.0
2025-05-16,Pixel Base,Smartphone,5,1571.0
2025-05-16,Pixel Pro,Smartphone,9,1222.0
2025-05-16,Pixel Ultra,Smartphone,2,1571.0
2025-05-16,OnePlus Base,Smartphone,7,1344.0
2025-05-16,OnePlus Pro,Smartphone,10,1037.0
2025-05-16,OnePlus Ultra,Smartphone,15,2067.0
2025-05-16,Redmi Base,Smartphone,5,2121.0
2025-05-16,Redmi Pro,Smartphone,22,866.0
2025-05-16,Redmi Ultra,Smartphone,5,729.0
2025-05-16,MacBook Base,Laptop,2,2032.0
2025-05-16,MacBook Pro,Laptop,8,357.0
2025-05-16,MacBook Ultra,Laptop,9,1819.0
2025-05-16,XPS Base,Laptop,9,994.0
2025-05-16,XPS Pro,Laptop,2,1652.0
2025-05-16,XPS Ultra,Laptop,4,907.0
2025-05-16,ThinkPad Base,Laptop,20,2422.0
2025-05-16,ThinkPad Pro,Laptop,3,1791.0
2025-05-16,ThinkPad Ultra,Laptop,4,681.0
2025-05-16,ZenBook Base,Laptop,6,505.0
2025-05-16,ZenBook Pro,Laptop,10,825.0
2025-05-16,ZenBook Ultra,Laptop,5,2444.0
2025-05-16,Razer Blade Base,Laptop,9,2476.0
2025-05-16,Razer Blade Pro,Laptop,14,2093.0
2025-05-16,Razer Blade Ultra,Laptop,5,639.0
2025-05-16,iPad Base,Tablet,23,2091.0
2025-05-16,iPad Pro,Tablet,9,2059.0
2025-05-16,iPad Ultra,Tablet,9,1013.0
2025-05-16,Galaxy Tab Base,Tablet,7,1604.0
2025-05-16,Galaxy Tab Pro,Tablet,8,1006.0
2025-05-16,Galaxy Tab Ultra,Tablet,5,185.0
2025-05-16,Surface Pro Base,Tablet,10,697.0
2025-05-16,Surface Pro Pro,Tablet,11,1269.0
2025-05-16,Surface Pro Ultra,Tablet,8,352.0
2025-05-16,Lenovo Tab Base,Tablet,4,1110.0
2025-05-16,Lenovo Tab Pro,Tablet,4,665.0
2025-05-16,Lenovo Tab Ultra,Tablet,5,2041.0
2025-05-16,Sony,Headphones,22,2170.0
2025-05-16,Bose,Headphones,10,2160.0
2025-05-16,AirPods,Headphones,12,798.0
2025-05-16,Sennheiser,Headphones,6,485.0
2025-05-16,JBL,Headphones,4,1916.0
2025-05-16,Apple Watch,Smartwatch,6,1143.0
2025-05-16,Galaxy Watch,Smartwatch,7,1615.0
2025-05-16,Garmin,Smartwatch,3,270.0
2025-05-16,Fitbit,Smartwatch,31,805.0
2025-05-16,Anker,Charger,53,2327.0
2025-05-16,Belkin,Charger,46,2287.0
2025-05-16,Samsung 45W,Charger,36,181.0
2025-05-16,Apple 20W,Charger,84,240.0
2025-05-16,Silicone Case,Accessory,30,1616.0
2025-05-16,USB-C Cable,Accessory,27,792.0
2025-05-16,Screen Protector,Accessory,42,2417.0
2025-05-16,Power Bank,Accessory,32,355.0
2025-05-16,Sony Alpha,Camera,10,2303.0
2025-05-16,Canon EOS,Camera,9,1897.0
2025-05-16,Fujifilm X,Camera,25,2489.0
2025-05-16,Nikon Z,Camera,16,995.0
2025-05-16,Samsung QLED,TV,15,2306.0
2025-05-16,LG OLED,TV,6,670.0
2025-05-16,Sony Bravia,TV,9,728.0
2025-05-16,TCL MiniLED,TV,3,239.0
2025-05-16,PlayStation 5,Gaming Console,13,2348.0
2025-05-16,Xbox Series X,Gaming Console,26,2092.0
2025-05-16,Nintendo Switch,Gaming Console,6,405.0
2025-05-16,DJI Mavic,Drone,7,1258.0
2025-05-16,DJI Mini,Drone,22,1888.0
2025-05-16,Autel Robotics,Drone,6,2328.0
2025-05-16,Ryze Tello,Drone,14,1234.0
2025-05-16,Meta Quest,VR Headset,4,801.0
2025-05-16,PlayStation VR,VR Headset,7,1482.0
2025-05-16,Valve Index,VR Headset,15,2102.0
2025-05-16,HP Reverb,VR Headset,13,1535.0
2025-05-16,Marshall Emberton,Speaker,6,2175.0
2025-05-16,Sonos One,Speaker,4,2156.0
2025-05-16,JBL Boombox,Speaker,7,440.0
2025-05-16,Bose SoundLink,Speaker,12,1231.0
2025-05-16,BenQ 4K,Projector,22,2268.0
2025-05-16,Epson Home Cinema,Projector,10,2410.0
2025-05-16,ViewSonic,Projector,14,381.0
2025-05-16,Optoma,Projector,2,2478.0
2025-05-17,iPhone Base,Smartphone,12,1448.0
2025-05-17,iPhone Pro,Smartphone,26,164.0
2025-05-17,iPhone Ultra,Smartphone,15,2020.0
2025-05-17,Galaxy Base,Smartphone,16,1882.0
2025-05-17,Galaxy Pro,Smartphone,25,1837.0
2025-05-17,Galaxy Ultra,Smartphone,9,510.0
2025-05-17,Pixel Base,Smartphone,6,336.0
2025-05-17,Pixel Pro,Smartphone,22,1417.0
2025-05-17,Pixel Ultra,Smartphone,7,1283.0
2025-05-17,OnePlus Base,Smartphone,6,427.0
2025-05-17,OnePlus Pro,Smartphone,21,1664.0
2025-05-17,OnePlus Ultra,Smartphone,39,251.0
2025-05-17,Redmi Base,Smartphone,6,849.0
2025-05-17,Redmi Pro,Smartphone,29,1874.0
2025-05-17,Redmi Ultra,Smartphone,7,1254.0
2025-05-17,MacBook Base,Laptop,4,2363.0
2025-05-17,MacBook Pro,Laptop,8,2140.0
2025-05-17,MacBook Ultra,Laptop,13,2314.0
2025-05-17,XPS Base,Laptop,15,211.0
2025-05-17,XPS Pro,Laptop,4,136.0
2025-05-17,XPS Ultra,Laptop,10,585.0
2025-05-17,ThinkPad Base,Laptop,26,1515.0
2025-05-17,ThinkPad Pro,Laptop,11,422.0
2025-05-17,ThinkPad Ultra,Laptop,9,2438.0
2025-05-17,ZenBook Base,Laptop,7,1427.0
2025-05-17,ZenBook Pro,Laptop,16,1416.0
2025-05-17,ZenBook Ultra,Laptop,3,1639.0
2025-05-17,Razer Blade Base,Laptop,7,633.0
2025-05-17,Razer Blade Pro,Laptop,19,2384.0
2025-05-17,Razer Blade Ultra,Laptop,5,128.0
2025-05-17,iPad Base,Tablet,12,1564.0
2025-05-17,iPad Pro,Tablet,21,987.0
2025-05-17,iPad Ultra,Tablet,17,1076.0
2025-05-17,Galaxy Tab Base,Tablet,13,2178.0
2025-05-17,Galaxy Tab Pro,Tablet,15,1600.0
2025-05-17,Galaxy Tab Ultra,Tablet,5,940.0
2025-05-17,Surface Pro Base,Tablet,8,2079.0
2025-05-17,Surface Pro Pro,Tablet,31,234.0
2025-05-17,Surface Pro Ultra,Tablet,22,520.0
2025-05-17,Lenovo Tab Base,Tablet,5,206.0
2025-05-17,Lenovo Tab Pro,Tablet,5,1523.0
2025-05-17,Lenovo Tab Ultra,Tablet,8,1755.0
2025-05-17,Sony,Headphones,27,1189.0
2025-05-17,Bose,Headphones,21,1344.0
2025-05-17,AirPods,Headphones,9,398.0
2025-05-17,Sennheiser,Headphones,5,1351.0
2025-05-17,JBL,Headphones,7,1849.0
2025-05-17,Apple Watch,Smartwatch,7,628.0
2025-05-17,Galaxy Watch,Smartwatch,6,255.0
2025-05-17,Garmin,Smartwatch,3,699.0
2025-05-17,Fitbit,Smartwatch,21,1642.0
2025-05-17,Anker,Charger,78,1289.0
2025-05-17,Belkin,Charger,65,1194.0
2025-05-17,Samsung 45W,Charger,43,1573.0
2025-05-17,Apple 20W,Charger,85,2488.0
2025-05-17,Silicone Case,Accessory,60,1739.0
2025-05-17,USB-C Cable,Accessory,69,417.0
2025-05-17,Screen Protector,Accessory,62,774.0
2025-05-17,Power Bank,Accessory,39,2379.0
2025-05-17,Sony Alpha,Camera,16,894.0
2025-05-17,Canon EOS,Camera,10,2372.0
2025-05-17,Fujifilm X,Camera,30,1542.0
2025-05-17,Nikon Z,Camera,27,907.0
2025-05-17,Samsung QLED,TV,28,469.0
2025-05-17,LG OLED,TV,5,425.0
2025-05-17,Sony Bravia,TV,13,1411.0
2025-05-17,TCL MiniLED,TV,2,1122.0
2025-05-17,PlayStation 5,Gaming Console,15,2277.0
2025-05-17,Xbox Series X,Gaming Console,22,1006.0
2025-05-17,Nintendo Switch,Gaming Console,10,729.0
2025-05-17,DJI Mavic,Drone,7,864.0
2025-05-17,DJI Mini,Drone,31,1346.0
2025-05-17,Autel Robotics,Drone,4,633.0
2025-05-17,Ryze Tello,Drone,20,2445.0
2025-05-17,Meta Quest,VR Headset,5,909.0
2025-05-17,PlayStation VR,VR Headset,8,1952.0
2025-05-17,Valve Index,VR Headset,19,929.0
2025-05-17,HP Reverb,VR Headset,22,1756.0
2025-05-17,Marshall Emberton,Speaker,23,1487.0
2025-05-17,Sonos One,Speaker,7,1973.0
2025-05-17,JBL Boombox,Speaker,20,1210.0
2025-05-17,Bose SoundLink,Speaker,22,1610.0
2025-05-17,BenQ 4K,Projector,29,560.0
2025-05-17,Epson Home Cinema,Projector,16,602.0
2025-05-17,ViewSonic,Projector,22,910.0
2025-05-17,Optoma,Projector,5,192.0
2025-05-18,iPhone Base,Smartphone,10,2248.0
2025-05-18,iPhone Pro,Smartphone,25,247.0
2025-05-18,iPhone Ultra,Smartphone,19,956.0
2025-05-18,Galaxy Base,Smartphone,21,688.0
2025-05-18,Galaxy Pro,Smartphone,18,793.0
2025-05-18,Galaxy Ultra,Smartphone,12,1818.0
2025-05-18,Pixel Base,Smartphone,15,2383.0
2025-05-18,Pixel Pro,Smartphone,20,962.0
2025-05-18,Pixel Ultra,Smartphone,11,2425.0
